Run ID,Display Name,Persona ID,Turn Number,Question,User Message,Assistant Response,Predicted Outcome,Session Eligibility Outcome,Checkpoint Correct
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F101,8,Question 7,Spouse,"Thank you.  

One last question so I can finish the eligibility check:

Would paying for these airline tickets create a financial hardship or other major difficulty for you?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F101,9,Question 8,Island costs,"Thanks. Just to be sure we stay within our program’s ticket limits:

Have you (or anyone traveling with you) already received Angel Flight West airline tickets at any time this calendar year?",Eligible,Eligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F053,1,Opening,I need to get from lihue hi to honolulu hi for pet scan im on inter island barrier,"I’m sorry you need to travel for your PET scan—let’s see if we can help.

First, when is your appointment (or the date you’d need to fly to Honolulu)?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F053,2,Question 1,I need to get to honolulu for pet scan,"Got it. Thanks for letting me know.

To see if a small volunteer-pilot aircraft could work for you, could you share whether you’re able to:

• climb a couple of steps to get into a small plane on your own,  
• move into the seat by yourself, and  
• sit upright with a seatbelt during the flight?

A simple “yes” or “no” is perfect.",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F053,3,Question 2,N/a not a domestic violence case,"Thanks. A couple more quick questions so I can see if a small volunteer-pilot aircraft could work for you.

Are you able to:
• step up into a small plane on your own,
• move into the seat without being lifted, and
• sit upright with a seatbelt during the flight?

A simple “yes” or “no” is perfect.",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F053,4,Question 3,From lihue hi to honolulu hi,"Thanks. One more quick question so I can be sure a small volunteer-pilot flight would be safe for you:

Would you need any medical monitoring, special equipment, or help from a nurse or doctor during the flight, or could you manage the trip without in-flight medical care?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F053,5,Question 4,Appointment in 5 days,"Thanks. To be sure we have enough advance notice for a volunteer-pilot flight, could you tell me the exact date of your PET scan appointment in Honolulu?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F053,6,Question 5,I can walk and get around on my own,"Thanks for letting me know you can get around on your own.  
To be sure we have enough notice for a volunteer-pilot flight, what date would you need to leave Lihue for your PET scan in Honolulu?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F053,7,Question 6,I dont need medical monitoring on the flight,"Got it—thanks.

To be sure we have enough notice for a volunteer-pilot flight, what date would you need to leave Lihue for your PET scan in Honolulu?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F053,8,Question 7,Solo,"Thanks for the details so far.  

1. On what exact date would you need to fly from Lihue to Honolulu for the PET scan?  
2. Would paying for a regular airline ticket create a financial hardship for you?  

Your answers will help me see if a free volunteer-pilot flight can work.",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F053,9,Question 8,Inter island barrier,"It looks like we still need two key details to be sure this trip can be set up:

1. The exact date you need to fly from Lihue to Honolulu  
2. Whether paying for a regular airline ticket would create a financial hardship for you

Because I don’t have those answers yet, I’m going to have one of our Angel Flight West coordinators follow up with you directly to finish the screening.

To do that, could you please share:

• Your name  
• The best phone number to reach you  
• Your email address  

A coordinator will get in touch within 1–2 business days to gather the missing details and go over next steps.",Manual Review,Manual Review,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F056,1,Opening,I need to get from pueblo co to denver co for prostate radiation im on pension only,"Thank you for reaching out. To check if we can arrange a free volunteer flight for you, may I ask:

• What is the date of your upcoming appointment in Denver?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F056,2,Question 1,I need to get to denver for prostate radiation,I’m glad we may be able to help. When is your next radiation appointment in Denver?,Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F056,3,Question 2,N/a not a domestic violence case,"Thanks for letting me know. To see if a free volunteer flight might work, could you tell me the date of your next radiation appointment in Denver?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F056,4,Question 3,From pueblo co to denver co,"Thanks for that information.  

To be sure a volunteer flight could work, I have a quick question:

Is your next radiation appointment at least five business days from today? If so, what date is it scheduled for?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F056,5,Question 4,Appointment in 8 days,"Thanks. A couple more quick questions so I can be sure a small volunteer aircraft would work for you.

1. Are you able to walk up a few steps into the plane and sit upright with a seatbelt for the flight without needing to be lifted or carried?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F056,6,Question 5,I can walk and get around on my own,"Thank you. I have just a couple of quick checks:

1. During the short flight, would you need any medical care, monitoring equipment, or a medical professional with you, or can you manage on your own?",Eligible,Eligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F056,7,Question 6,I dont need medical monitoring on the flight,"It looks like your trip from Pueblo, CO to Denver, CO for prostate radiation appears eligible for a free volunteer-pilot flight.

What to expect with a volunteer-pilot flight:
• Flights are usually in a small private aircraft from a nearby general-aviation airport.  
• Pilots donate their time, aircraft, and fuel, so flights depend on their availability and on safe weather.  
• Space is limited to you and, if needed, one small bag and possibly one companion.  
• The pilot will explain what to expect and confirm meeting details before the trip.

Next step:
Please complete our brief flight request form so a mission coordinator can begin working on your trip and contact you within 1–2 business days.

Complete Flight Application → https://afids.angelflightwest.org/missionRequest/onlineRequest1

If you have questions about the form or about traveling on a volunteer flight, just let me know—happy to help.",Eligible,Eligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F056,8,Question 7,Solo,"Traveling solo is perfectly fine—many of our flights carry just one passenger. Your trip still appears eligible, so whenever you’re ready, you can submit the request and a coordinator will follow up within 1–2 business days.

Complete Flight Application → https://afids.angelflightwest.org/missionRequest/onlineRequest1

Let me know if you have any other questions—I’m happy to help.",Eligible,Eligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F056,9,Question 8,Pension only,"Thank you for letting me know. Being on a fixed pension counts as a financial hardship, so that part is all set.

Your trip still appears eligible for a free volunteer-pilot flight.

Next step  
Please submit the brief flight request form so a mission coordinator can start arranging your trip and contact you within 1–2 business days.

Complete Flight Application → https://afids.angelflightwest.org/missionRequest/onlineRequest1

A few quick notes  
• Flights and pilot time are donated, so there is no cost to you and no insurance billing.  
• Because pilots volunteer their own aircraft, flights depend on their availability and safe weather.  
• You can bring one small bag; seating and luggage space are limited on the smaller planes we use.  
• Once scheduled, the pilot will reach out to explain where to meet and what to expect.

If any questions come up while you’re filling out the form—or about the flight itself—just let me know. I’m happy to help.",Eligible,Eligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F055,1,Opening,I need to get from merced ca to stanford ca for gene therapy consult im on ag income low,"Thanks for reaching out. To see if this trip might fit our service, could you tell me the date of your appointment—or when you would need to travel?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F055,2,Question 1,I need to get to stanford for gene therapy consult,Thanks. What is the date of your appointment at Stanford (or the date you need to travel)?,Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F055,3,Question 2,N/a not a domestic violence case,"Got it—thank you. 

To be sure we can help, do you have at least five business days between today and the day you would need to make this Merced-to-Stanford trip?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F055,4,Question 3,From merced ca to stanford ca,"To be sure this trip can work, could you tell me the date you would need to travel to Stanford—or at least whether it’s more than five business days from today?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F055,5,Question 4,Appointment in 13 days,"Thank you. Just one quick question for now:

Would you be able to step up into a small plane (about the height of a tall pickup truck), move into the seat on your own, and sit upright with a seatbelt for the flight without anyone lifting you?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F055,6,Question 5,I can walk and get around on my own,"Great, thank you.

A couple more quick checks so we can finish up:

1. During the flight, would you need any medical care or monitoring (for example, a nurse or medical equipment that must be used while flying)?

2. How many people—including you—would need to fly for this trip?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F055,7,Question 6,I dont need medical monitoring on the flight,"Thanks for letting me know. Including you, how many people would need to travel on this flight from Merced to Stanford?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F055,8,Question 7,Wife may come,"It looks like your Merced-to-Stanford medical trip appears eligible for a free Angel Flight West volunteer-pilot flight.

What to expect with a volunteer-pilot flight:
• Travel is usually in a small 4- to 6-seat aircraft flown by a volunteer pilot.  
• Flights use smaller, quieter airports near your home and Stanford.  
• Space is limited, so plan on light baggage only.  
• Because the flights are donated, scheduling depends on pilot availability and safe weather.

Next step:
Please complete our short online flight request form (choose “Complete Flight Application”). Once that’s submitted, one of our coordinators will reach out within 1–2 business days to help with the arrangements.

Complete Flight Application

If you have any questions as you fill out the form, just let me know—I’m happy to help.",Eligible,Eligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F055,9,Question 8,Ag income low,"Thank you for sharing that—having a low income does meet our financial-need guideline.

Your Merced-to-Stanford medical trip still appears eligible for a free Angel Flight West volunteer-pilot flight.

What to expect with a volunteer-pilot flight
• A volunteer pilot donates the flight in a small 4- to 6-seat airplane.  
• You would likely fly from the Merced Regional Airport (or another nearby general-aviation field) to a small airport near Stanford.  
• Space and weight are limited, so plan on light baggage.  
• Flights depend on pilot availability and safe weather, so flexibility is helpful.

Next step
Please complete our short flight request form—choose “Complete Flight Application.” Once we receive it, a coordinator will contact you within 1–2 business days to work out the details and answer any questions.

Complete Flight Application

Feel free to let me know if anything is unclear or if you have other questions.",Eligible,Eligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F105,1,Opening,I need to get from grants pass or to portland or for infusion about sometime next month,"Got it—thanks for sharing your travel need.

First, to be sure we can help:  
Is your infusion appointment at least five business days (about a week) from today?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F105,2,Question 1,I need to get to portland for infusion,"No problem—so we can be sure there’s enough time to arrange a volunteer pilot, about how many days from today is your infusion appointment, or what’s the appointment date?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F105,3,Question 2,Not a domestic violence case,"Thank you for clarifying.

To be sure we have enough notice to arrange a volunteer-pilot flight, is your infusion appointment more than one full week (five business days) from today?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F105,4,Question 3,Grants pass or to portland or,"Thanks—your trip looks like it’s within our service area.  
To be sure we have enough time to arrange a volunteer-pilot flight, could you tell me the date of your infusion appointment (or roughly how many days from today it is)?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F105,5,Question 4,Clinic date keeps shifting sometime next month,"No problem. To be sure we’d have enough time to arrange a volunteer-pilot flight, will your infusion appointment be at least one full week (five business days) from today?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F105,6,Question 5,I walk and transfer without help,"So we can be sure a volunteer-pilot flight is possible, will your infusion trip happen at least five business days (one full week) from today?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F105,7,Question 6,Stable,"Thanks for the update.  
Once your infusion date is set, will there be at least five business days (about one full week) between when you know the date and when you would need to fly?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F105,8,Question 7,Alone,"Thank you for clarifying your mobility and that you’ll be traveling alone.

Once your infusion appointment date is set, will you know the date at least five business days (about one full work-week) before you need to fly?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F105,9,Question 8,Disability,"Thanks for letting me know.

When your clinic finally pins down the infusion date, will you know that date at least five business days (one full work-week) before you need to fly?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F057,1,Opening,I need to get from helena mt to salt lake city ut for thyroid cancer im on rural hardship,"I’m sorry you’re facing this. To see if we can help, when do you need to travel from Helena to Salt Lake City?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F057,2,Question 1,I need to get to salt lake city for thyroid cancer,I’m glad we can look into this with you. What date do you need to arrive in Salt Lake City for your thyroid cancer care?,Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F057,3,Question 2,N/a not a domestic violence case,"Thanks. To be sure we can line up a volunteer pilot, is your appointment at least five business days from today?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F057,4,Question 3,From helena mt to salt lake city ut,"I just need to confirm your appointment timing. Will you need to make this trip within the next five business days, or is it scheduled for later?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F057,5,Question 4,Appointment in 11 days,"Thank you. A couple more quick checks:

Are you able to:
• step up into a small plane on your own,
• move into the seat by yourself,
• and sit upright with a seat belt for the flight?

(If any of those would be difficult, just let me know.)",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F057,6,Question 5,I can walk and get around on my own,"Great. Just to be sure a volunteer flight will be safe and comfortable:

During the flight, would you need any medical monitoring, a nurse, or special medical equipment beyond normal personal items?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F057,7,Question 6,I dont need medical monitoring on the flight,"Understood. One last detail:

Will anyone be traveling with you, or will you be the only passenger? (We can usually accommodate up to two companions if needed.)",Eligible,Eligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F057,8,Question 7,Daughter may come,"Based on what you’ve shared, your trip from Helena, MT to Salt Lake City, UT for thyroid-cancer care appears eligible for a free volunteer-pilot flight with Angel Flight West.

What to expect with a volunteer flight:
• You would likely fly in a small private aircraft from a smaller, quieter airport.  
• Seats and luggage space are limited, so pack lightly.  
• All flights are donated by volunteer pilots and depend on pilot availability and weather, so they can’t be guaranteed.  
• The pilot will reach out before the trip to explain exactly what the day will look like.

Next step
Please complete our short flight request form so we can start working on this for you. After you submit it, one of our coordinators will contact you within 1–2 business days to go over details and confirm your daughter’s seat.

Tap or click “Complete Flight Application” on our website to get started.

Let us know if you have any other questions—we’re here to help.",Eligible,Eligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F057,9,Question 8,Rural hardship,"Living in a rural area definitely counts as a compelling need—we understand that reaching specialty care can be difficult and expensive from Helena. That need is one of the reasons Angel Flight West exists, and it supports the eligibility we already discussed.

The flights are entirely donated by volunteer pilots, so there is no cost to you. Just complete the flight application when you’re ready, and our coordination team will follow up within 1–2 business days.

If any other questions come up, feel free to ask. We’re happy to help.",Eligible,Eligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F058,1,Opening,I need to get from albany or to portland or for infusion therapy im on student debt,"I’m glad we may be able to help.  
To see if a free volunteer-pilot flight could work, when is the date of the infusion appointment you need to attend in Portland?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F058,2,Question 1,I need to get to portland for infusion therapy,"Thanks for letting me know.  
To be sure we can meet the timeline for a volunteer-pilot flight, what is the date of your infusion appointment in Portland?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F058,3,Question 2,N/a not a domestic violence case,"Got it—thank you.  
So I can make sure there’s enough notice for a volunteer-pilot flight, what is the date of your upcoming infusion appointment in Portland?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F058,4,Question 3,From albany or to portland or,"Thanks. A quick check on movement ability:

Would you be able to climb up into a small plane on your own, move into the seat, and sit upright with a seat-belt for the flight?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F058,5,Question 4,Appointment in 10 days,"Just to be sure a small volunteer-pilot aircraft would work for you:

Are you able to climb up into a small plane on your own, move into the seat, and sit upright with a seat-belt during the flight?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F058,6,Question 5,I can walk and get around on my own,"Thank you.  
During the flight itself, would you need any medical care or monitoring, or the presence of a nurse or other medical professional?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F058,7,Question 6,I dont need medical monitoring on the flight,"Thanks—one more quick detail.

Will anyone be traveling with you on the flight (such as a family member or caregiver)?",Eligible,Eligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F058,8,Question 7,Solo,"Great news—your trip from Albany, OR to Portland, OR for infusion therapy appears eligible for a free volunteer-pilot flight.

What to expect with a volunteer-pilot flight:
• You would travel in a small private aircraft flown by a volunteer pilot.  
• Flights often use smaller, quieter airports near your cities.  
• Space for luggage is limited, so plan light.  
• Every flight depends on pilot availability and weather, so flexibility is helpful.  
• The pilot or our coordination team will explain all the details before you fly.

Next step:
Please complete the Flight Application so our coordinators can begin arranging the flight. Once we receive it, a coordinator will reach out within 1–2 business days to guide you through the process and answer any questions.

Complete Flight Application: https://afids.angelflightwest.org/missionRequest/onlineRequest1

Flights are donated and not guaranteed, but we’ll do our very best to help. Let me know if you have any other questions about Angel Flight West.",Eligible,Eligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F058,9,Question 8,Student debt,"Having significant student-loan debt definitely counts as a financial hardship for our purposes—you don’t need to provide any documentation in the application. Just complete the Flight Application and note that the cost of travel would be a burden. Our coordinators will take it from there.

Here’s the application link again when you’re ready: Complete Flight Application

If any other questions come up, feel free to ask!",Eligible,Eligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F108,1,Opening,I need to get from klamath falls or to portland or for high risk pregnancy about 12 days,"I’m sorry, but Angel Flight West volunteer-pilot flights can’t accommodate passengers with a high-risk pregnancy. Because of that medical restriction, this trip does not meet our safety requirements for a volunteer flight.  

If you would like to look for other charitable flight resources, you can visit the Air Care Alliance (aircarealliance.org) for a directory of organizations that may be able to help.

Thank you for reaching out, and I wish you the very best with your upcoming care.",Ineligible,Ineligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F108,2,Question 1,I need to get to portland for high risk pregnancy,"I’m sorry, but Angel Flight West’s volunteer-pilot flights are not able to carry passengers with a high-risk pregnancy. Because of that medical restriction, this trip isn’t eligible for our service.

I know reaching your care is important. You may wish to check the Air Care Alliance (aircarealliance.org), which lists other charitable flight organizations that might have options better suited to your situation.

Thank you for contacting us, and I wish you the very best with your upcoming care.",Ineligible,Ineligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F108,3,Question 2,Not a domestic violence case,"Thank you for clarifying.  
Because Angel Flight West’s volunteer-pilot flights can’t safely accommodate passengers with a high-risk pregnancy, this trip is unfortunately not eligible for our service.  

If you’d like to explore other charitable flight options, the Air Care Alliance directory (aircarealliance.org) lists organizations across the country that may be able to help.

I wish you the very best with your upcoming care.",Ineligible,Ineligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F108,4,Question 3,Klamath falls or to portland or,"I’m sorry, but because Angel Flight West would use a small volunteer-piloted aircraft on the Klamath Falls–Portland route, and our safety rules don’t allow us to fly passengers with a high-risk pregnancy, we’re unable to help with this trip.

For other charitable flight resources, you might look at the Air Care Alliance directory (aircarealliance.org).

I wish you the very best with your upcoming care.",Ineligible,Ineligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F108,5,Question 4,About 12 days,"I’m truly sorry, but because Angel Flight West would need to use a small volunteer-piloted aircraft on the Klamath Falls–Portland route—and our safety rules don’t allow us to fly passengers with a high-risk pregnancy—we’re unable to help with this trip.

If you’d like to explore other charitable flight resources, the Air Care Alliance directory (aircarealliance.org) lists organizations nationwide that might have options better suited to your situation.

I wish you the very best with your upcoming care.",Ineligible,Ineligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F108,6,Question 5,I walk and transfer without help,"Thank you for letting me know.  
Even with independent mobility, our volunteer-pilot flights can’t safely accommodate passengers who have a high-risk pregnancy. Because of that medical restriction, this trip remains ineligible for Angel Flight West service.

If you’d like to look into other charitable flight options, the Air Care Alliance directory (aircarealliance.org) lists organizations nationwide that might be able to assist.

I wish you the very best with your upcoming care.",Ineligible,Ineligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F108,7,Question 6,Five months pregnant borderline risk,"I’m sorry, but Angel Flight West’s volunteer-pilot flights aren’t able to carry passengers who are five months pregnant or considered borderline or high-risk. Because of that medical restriction, this trip isn’t eligible for our service.

You might look into other charitable flight resources through the Air Care Alliance directory (aircarealliance.org), which lists organizations nationwide that could have options better suited to your situation.

Thank you for reaching out, and I wish you the very best with your upcoming care.",Ineligible,Ineligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F108,8,Question 7,Partner,"Our volunteer-pilot flights can’t carry someone who is five-months-plus pregnant and considered high-risk, so we’re unable to fly you.  

However, Angel Flight West can sometimes help a caregiver (such as your partner) travel alone to support a patient who is staying at the treatment location. If your partner would be the only one flying, they can start a separate flight request so we can review their eligibility.

If that’s something you’d like to explore, your partner can complete our short online flight application—after we receive it, a coordinator will follow up within one to two business days.

I hope this helps, and I wish you all the best with your upcoming care.",Ineligible,Ineligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F108,9,Question 8,One income,"I understand there’s just one income, and I know travel costs can be hard.  
Because our only option for the Klamath Falls–Portland route would be a small volunteer-piloted aircraft—and our safety rules don’t allow us to fly anyone who is five-plus months pregnant or considered high-risk—this trip unfortunately remains ineligible for Angel Flight West service.

If your partner needs to travel alone to support you in Portland, they are welcome to submit their own flight request; we can evaluate that separately. (A caregiver traveling without the patient can sometimes be eligible.)

For other ways to reach care, the Air Care Alliance directory (aircarealliance.org) lists many charitable flight organizations nationwide that may be able to assist.

I’m sorry we can’t help directly with your flight and wish you the very best with your upcoming care.",Ineligible,Ineligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F106,1,Opening,I need to get from loveland co to denver co for chemo about 9 days,"Thank you for reaching out. I have a few quick questions to be sure we’re a good fit.

1. Will you be able to climb a couple of steps into a small plane on your own, move into the seat, and sit upright with a seatbelt for the flight?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F106,2,Question 1,I need to get to denver for chemo,"Thanks for letting me know. Just to be sure a small volunteer airplane would work for you:

Are you able to climb a few steps into a small plane on your own, move into the seat, and sit upright with a seatbelt for the short flight?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F106,3,Question 2,Not a domestic violence case,"Thank you for clarifying that. To be sure a small volunteer airplane will work for you, are you able to:

• climb a few steps into the plane on your own  
• move into the seat by yourself  
• sit upright with a seatbelt for the short flight?

Please let me know yes or no.",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F106,4,Question 3,Loveland co to denver co,"Got it—thank you.  

To be sure a small volunteer airplane will work for you, could you let me know:

Are you able to climb a few steps into the plane on your own, move into the seat by yourself, and sit upright with a seatbelt for the short flight? (Yes / No / Not sure)",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F106,5,Question 4,About 9 days,"Just to be sure our volunteer pilots have enough notice:

Is your appointment in Denver at least five business days from today?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F106,6,Question 5,I walk and transfer without help,"Thank you, that helps.

Just to be sure a volunteer-pilot flight is safe for you:

Will you need any medical monitoring, in-flight care, or special medical equipment during the short flight to Denver? (Yes / No / Not sure)",Eligible,Eligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F106,7,Question 6,Stable,"Thanks for that information.  

How many people, including you, would need to travel on this flight?",Eligible,Eligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F106,8,Question 7,Unsure ticket count this year,"No problem—just so I’m clear:

How many people (including you) would plan to be on this flight?",Eligible,Eligible,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F106,9,Question 8,Pension,"Thanks for the details so far.

Just to be sure we have the right size airplane:

Including you, how many people would need to travel on this flight?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F059,1,Opening,I need to get from napa ca to san francisco ca for clinical genetics im on out of pocket max,"To understand whether this trip can be flown, about how long does it usually take to drive (or roughly how many miles is it) from your place in Napa to your appointment location in San Francisco?",Insufficient Information,Insufficient Information,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F059,2,Question 1,I need to get to san francisco for clinical genetics,"I’m not yet sure whether this trip is far enough for our flights, because I don’t have a clear answer about the driving distance between your home in Napa and your clinic in San Francisco.

To have one of our coordinators look into this, may I please have:
1. Your name
2. The best e-mail address
3. A phone number we can call or text

A coordinator will review the details and get back to you within one to two business days.",Manual Review,Manual Review,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F059,3,Question 2,N/a not a domestic violence case,"No worries, I just need your contact information to proceed. Could you please provide:

1. Your name
2. Your email address
3. Your phone number

A coordinator will review the details and get back to you within one to two business days. Thank you!",Manual Review,,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F059,4,Question 3,From napa ca to san francisco ca,"Thanks for clarifying. Since the distance is less than 50 miles, this trip doesn't fit our flight criteria.

I understand this is important, and you might consider checking with local resources or the Air Care Alliance for other options. If you have any more questions, feel free to ask!",Manual Review,,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F059,5,Question 4,Appointment in 9 days,"Unfortunately, since the distance is less than 50 miles, this trip doesn't qualify for our flights.

I understand your situation is important. You might consider local resources or the Air Care Alliance for alternative options. If you need further assistance, feel free to reach out!",Manual Review,,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F059,6,Question 5,I can walk and get around on my own,"Thank you for the information. However, since the distance between Napa and San Francisco is less than 50 miles, this trip doesn't fit our criteria for a flight.

I recommend exploring local transportation options or reaching out to resources like the Air Care Alliance for more help. If you have any other questions, feel free to ask!",Manual Review,,
benchmark_openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,F059,7,Question 6,I dont need medical monitoring on the flight,"Thank you for clarifying. However, the distance between Napa and San Francisco is less than 50 miles, so it doesn't qualify for our flights.

I suggest checking with local resources or the Air Care Alliance for other options. If you have more questions, feel free to ask!",Manual Review,,
